product_id;color_id
309;185865
310;185863
311;185895
312;185894
313;190197
313;190196
313;190191
313;190190
313;190189
313;185735
314;190195
314;190194
314;185734
315;190188
315;160462
316;194477
316;193249
316;191691
316;191690
316;184521
317;189632
318;188037
318;188036
318;187954
318;187953
318;187952
318;185839
319;188037
319;187965
319;187954
319;187953
319;187952
319;185839
320;188036
320;187965
320;187954
320;187953
320;187952
320;185839
321;187978
321;187976
322;188035
322;188033
323;187963
323;187961
324;188037
324;188036
324;187965
324;187954
324;187952
324;185839
326;187978
326;187977
327;188035
327;188034
328;187963
328;187962
329;187960
329;182960
329;179911
330;188037
330;188036
330;187965
330;187954
330;187953
330;185839
331;195582
331;195406
331;189217
332;200606
332;195674
332;195593
333;195592
334;195594
335;195583
336;195582
336;195406
336;191097
337;200599
337;195576
337;194079
337;181357
337;153702
338;200309
338;196760
338;195734
338;191026
338;182979
339;200070
339;195927
339;195733
339;187675
339;183783
339;183781
340;191021
341;197472
341;195726
342;191020
343;200309
343;196760
343;195734
343;192793
343;182979
344;200069
344;195926
344;195732
344;191947
344;183782
345;200070
345;195927
345;195733
345;191948
345;183783
345;183781
346;200068
346;195888
347;196842
347;183784
347;165094
348;190197
348;190196
348;190191
348;190190
348;190189
348;185738
349;194070
349;189159
349;185988
349;162198
350;194474
350;191628
350;191627
350;191626
350;184490
350;161486
350;161476
351;180333
352;160942
353;179545
353;160833
353;160785
353;160620
355;160834
355;160635
355;160621
356;179598
357;160636
358;190197
358;190196
358;190191
358;190190
358;190189
358;185738
360;182933
360;181101
360;180112
360;164755
361;182942
361;180125
361;165572
361;164324
362;182931
362;181730
362;181062
363;188037
363;188036
363;187965
363;187954
363;187953
363;187952
364;185829
364;181101
364;180112
364;164755
366;185836
366;180125
366;165572
366;164324
367;185827
367;181730
367;181062
368;188000
368;180205
369;187960
369;187959
369;179911
370;188037
370;188036
370;187965
370;187954
370;187953
370;187952
371;195582
371;191097
371;189217
372;200069
372;195926
372;195732
372;187673
372;183782
373;200309
373;196760
373;195734
373;192793
373;191026
374;200069
374;195926
374;195732
374;191947
374;187673
375;200070
375;195927
375;195733
375;191948
375;187675
375;183783
376;200070
376;195927
376;195733
376;191948
376;187675
376;183781
377;196842
377;187677
377;165094
378;194070
378;189159
378;185988
378;182818
379;194474
379;191628
379;191627
379;191626
379;184490
379;183722
379;161476
381;180359
382;180334
384;180332
384;160833
384;160785
384;160620
385;180331
385;160834
385;160621
386;180362
389;160628
389;158533
389;158148
392;183724
393;194474
393;191628
393;191627
393;191626
393;184490
393;183722
393;161486
394;185827
394;182931
394;181062
395;188037
395;188036
395;187965
395;187954
395;187953
395;187952
396;185829
396;182933
396;180112
396;164755
397;185827
397;182931
397;181730
398;185829
398;182933
398;181101
398;164755
399;165326
399;163438
400;185836
400;182942
400;165572
400;164324
402;188000
402;182968
403;158720
404;188037
404;188036
404;187965
404;187954
404;187953
404;187952
405;196873
405;194085
405;194084
405;179942
405;163459
406;179943
406;163460
407;196880
407;194090
407;163467
409;163468
410;196873
410;194085
410;194084
410;181720
410;163459
411;181721
411;163460
412;200599
412;195576
412;194079
412;187809
412;153702
413;194275
414;180332
414;179545
414;160833
414;160785
415;180331
415;160834
415;160635
416;160632
416;158533
416;158148
417;187960
417;187959
417;182960
418;188037
418;188036
418;187965
418;187954
418;187953
418;187952
419;180137
419;163438
420;185829
420;182933
420;181101
420;180112
421;185836
421;182942
421;180125
421;164324
422;165581
422;165324
423;180331
423;160635
423;160621
424;180332
424;179545
424;160785
424;160620
425;160632
425;160628
425;158148
426;180260
428;180332
428;179545
428;160833
428;160620
429;190188
429;185727
430;165375
430;165324
432;165581
432;165375
433;180137
433;165326
434;185836
434;182942
434;180125
434;165572
435;180142
436;196880
436;194090
436;179951
437;181358
438;196873
438;194085
438;194084
438;181720
438;179942
439;181721
439;179943
440;160632
440;160628
440;158533
441;196842
441;187677
441;183784
443;200599
443;195576
443;194079
443;187809
443;181357
445;190187
446;95635
447;190186
448;95634
449;189640
452;191122
461;188604
461;188603
462;188604
462;188602
463;188603
463;188602
464;159229
465;159227
471;191479
472;191480
481;193526
