product_id;Product Type:;Producer:;Collections:;Age Group:;Ground type:;Class:;Upper:;Type of binding:;Boots with sock:;Collection:;Color:;Plays in these boots:;Manufacturer's Data:;Team:
1;Football boots;adidas;adidas F50;Men;Firm Ground (FG);Professional;Synthetic;Lack;No;adidas Pure Victory;White;Lionel Messi;adidas AG, Adi-Dassler-Strasse 1, 91074 Herzogenaurach, DE;
2;Football boots;Nike;Nike Mercurial Vapor;Men;Firm Ground (FG);Professional;Synthetic;Shoelace;No;Nike Mad Ambition Pack;sky blue;Robert Lewandowski;NIKE Retail B.V., PO BOX 6453, Colosseum 1, 1213 0, NL;
3;Football boots;Nike;Nike Mercurial Vapor;Men;Firm Ground (FG);Professional;Synthetic;Shoelace;No;Nike Shadow Pack 2024;Black;Robert Lewandowski;NIKE Retail B.V., PO BOX 6453, Colosseum 1, 1213 0, NL;
4;Football boots;adidas;adidas Classic;Men;Artificial Grass (AG/TF);Professional;Leather;Shoelace;No;adidas Classic;Black;;adidas AG, Adi-Dassler-Strasse 1, 91074 Herzogenaurach, DE;
5;Football boots;Nike;Nike Mercurial Vapor;Men;Firm Ground (FG);Professional;Synthetic;Shoelace;No;Nike Mad Energy Pack;Red;Robert Lewandowski;NIKE Retail B.V., PO BOX 6453, Colosseum 1, 1213 0, NL;
6;Football boots;Nike;Nike Phantom Luna;Men, Women;Firm Ground (FG);Professional;Synthetic;Shoelace;Yes;Nike Shadow Pack 2024;Black;;NIKE Retail B.V., PO BOX 6453, Colosseum 1, 1213 0, NL;
7;Football boots;Nike;Nike Phantom GX;Men;Firm Ground (FG);Professional;Synthetic;Shoelace;No;Nike Mad Voltage Pack;Gray, Lime;;NIKE Retail B.V., PO BOX 6453, Colosseum 1, 1213 0, NL;
8;Football boots;adidas;adidas Predator;Men;Firm Ground (FG);Professional;Synthetic;Lack;No;adidas Stealth Victory;Black;Jude Bellingham;adidas AG, Adi-Dassler-Strasse 1, 91074 Herzogenaurach, DE;
9;Football boots;adidas;adidas Predator;Men;Soft Ground (SG/SG-PRO);Professional;Synthetic;Lack;No;adidas Stealth Victory;Black;Jude Bellingham;adidas AG, Adi-Dassler-Strasse 1, 91074 Herzogenaurach, DE;
10;Football boots;adidas;adidas Predator;Men;Firm Ground (FG);Professional;Synthetic;Shoelace;No;adidas Stealth Victory;Black;Jude Bellingham;adidas AG, Adi-Dassler-Strasse 1, 91074 Herzogenaurach, DE;
11;Football boots;adidas;adidas Predator;Men;Soft Ground (SG/SG-PRO);Professional;Synthetic;Shoelace;No;adidas Stealth Victory;Black;Jude Bellingham;adidas AG, Adi-Dassler-Strasse 1, 91074 Herzogenaurach, DE;
12;Football boots;adidas;adidas F50;Men;Firm Ground (FG);Professional;Synthetic;Lack;No;adidas Stealth Victory;Black;Lionel Messi;adidas AG, Adi-Dassler-Strasse 1, 91074 Herzogenaurach, DE;
13;Football boots;adidas;adidas F50;Men;Firm Ground (FG);Professional;Synthetic;Shoelace;No;adidas Stealth Victory;Black;Lionel Messi;adidas AG, Adi-Dassler-Strasse 1, 91074 Herzogenaurach, DE;
14;Football boots;adidas;adidas Copa;Men;Firm Ground (FG);Professional;Leather;Lack;No;adidas Stealth Victory;Black;Paulo Dybala;adidas AG, Adi-Dassler-Strasse 1, 91074 Herzogenaurach, DE;
15;Football boots;adidas;adidas Copa;Men;Firm Ground (FG);Professional;Leather;Shoelace;No;adidas Stealth Victory;Black;Paulo Dybala;adidas AG, Adi-Dassler-Strasse 1, 91074 Herzogenaurach, DE;
16;Football boots;Nike;Nike Phantom GX;Men;Firm Ground (FG);Professional;Synthetic;Shoelace;No;Nike Phantom GX Erling Haaland ‘There Will Be Goals';Navy blue;;NIKE Retail B.V., PO BOX 6453, Colosseum 1, 1213 0, NL;
17;Football boots;adidas;adidas Predator;Men;Firm Ground (FG);Professional;Synthetic;Shoelace;No;adidas Pure Victory;Red;Jude Bellingham;adidas AG, Adi-Dassler-Strasse 1, 91074 Herzogenaurach, DE;
18;Football boots;adidas;adidas Predator;Men;Soft Ground (SG/SG-PRO);Professional;Synthetic;Shoelace;No;adidas Pure Victory;Red;Jude Bellingham;adidas AG, Adi-Dassler-Strasse 1, 91074 Herzogenaurach, DE;
19;Football boots;adidas;adidas Predator;Men;Artificial Grass (AG/TF);Professional;Synthetic;Shoelace;No;adidas Pure Victory;Red;Jude Bellingham;adidas AG, Adi-Dassler-Strasse 1, 91074 Herzogenaurach, DE;
20;Football boots;adidas;adidas Predator;Men;Firm Ground (FG);Professional;Synthetic;Lack;No;adidas Pure Victory;Red;Jude Bellingham;adidas AG, Adi-Dassler-Strasse 1, 91074 Herzogenaurach, DE;
21;Football boots;adidas;adidas Predator;Men;Soft Ground (SG/SG-PRO);Professional;Synthetic;Lack;No;adidas Pure Victory;Red;Jude Bellingham;adidas AG, Adi-Dassler-Strasse 1, 91074 Herzogenaurach, DE;
22;Football boots;adidas;adidas Predator;Men;Firm Ground (FG);Professional;Synthetic;Shoelace;No;adidas Pure Victory;Red;Jude Bellingham;adidas AG, Adi-Dassler-Strasse 1, 91074 Herzogenaurach, DE;
23;Football boots;adidas;adidas Predator;Men;Soft Ground (SG/SG-PRO);Professional;Synthetic;Shoelace;No;adidas Pure Victory;Red;Jude Bellingham;adidas AG, Adi-Dassler-Strasse 1, 91074 Herzogenaurach, DE;
24;Football boots;adidas;adidas Predator;Men;Artificial Grass (AG/TF);Professional;Synthetic;Shoelace;No;adidas Pure Victory;Red;Jude Bellingham;adidas AG, Adi-Dassler-Strasse 1, 91074 Herzogenaurach, DE;
25;Football boots;adidas;adidas F50;Men;Firm Ground (FG);Professional;Synthetic;Lack;No;adidas Pure Victory;White;Lionel Messi;adidas AG, Adi-Dassler-Strasse 1, 91074 Herzogenaurach, DE;
26;Football boots;adidas;adidas F50;Men;Soft Ground (SG/SG-PRO);Professional;Synthetic;Lack;No;adidas Pure Victory;White;;adidas AG, Adi-Dassler-Strasse 1, 91074 Herzogenaurach, DE;
27;Football boots;adidas;adidas F50;Men;Artificial Grass (AG/TF);Professional;Synthetic;Lack;No;adidas Pure Victory;White;Lionel Messi;adidas AG, Adi-Dassler-Strasse 1, 91074 Herzogenaurach, DE;
28;Football boots;adidas;adidas F50;Men;Firm Ground (FG);Professional;Synthetic;Shoelace;No;adidas Pure Victory;White;Lionel Messi;adidas AG, Adi-Dassler-Strasse 1, 91074 Herzogenaurach, DE;
29;Football boots;adidas;adidas F50;Men;Soft Ground (SG/SG-PRO);Professional;Synthetic;Shoelace;No;adidas Pure Victory;White;;adidas AG, Adi-Dassler-Strasse 1, 91074 Herzogenaurach, DE;
30;Football boots;adidas;adidas F50;Men;Artificial Grass (AG/TF);Professional;Synthetic;Shoelace;No;adidas Pure Victory;White;Lionel Messi;adidas AG, Adi-Dassler-Strasse 1, 91074 Herzogenaurach, DE;
31;Football boots;adidas;adidas Copa;Men;Soft Ground (SG/SG-PRO);Professional;Leather;Lack;No;adidas Pure Victory;White;Paulo Dybala;adidas AG, Adi-Dassler-Strasse 1, 91074 Herzogenaurach, DE;
32;Football boots;adidas;adidas Copa;Men;Firm Ground (FG);Professional;Leather;Shoelace;No;adidas Pure Victory;White;Paulo Dybala;adidas AG, Adi-Dassler-Strasse 1, 91074 Herzogenaurach, DE;
33;Football boots;adidas;adidas Copa;Men;Soft Ground (SG/SG-PRO);Professional;Leather;Shoelace;No;adidas Pure Victory;White;Paulo Dybala;adidas AG, Adi-Dassler-Strasse 1, 91074 Herzogenaurach, DE;
34;Football boots;adidas;adidas Copa;Men;Artificial Grass (AG/TF);Professional;Leather;Shoelace;No;adidas Pure Victory;White;Paulo Dybala;adidas AG, Adi-Dassler-Strasse 1, 91074 Herzogenaurach, DE;
35;Football boots;adidas;adidas Copa;Men;Firm Ground (FG);Professional;Leather;Shoelace;No;;White;;adidas AG, Adi-Dassler-Strasse 1, 91074 Herzogenaurach, DE;
36;Football boots;Nike;Nike Mercurial Vapor;Men;Soft Ground (SG/SG-PRO);Professional;Synthetic;Shoelace;No;Nike Mad Energy Pack;Red;;NIKE Retail B.V., PO BOX 6453, Colosseum 1, 1213 0, NL;
37;Football boots;Nike;Nike Mercurial Vapor;Men;Artificial Grass (AG/TF);Professional;Synthetic;Shoelace;No;Nike Mad Energy Pack;Red;Robert Lewandowski;NIKE Retail B.V., PO BOX 6453, Colosseum 1, 1213 0, NL;
38;Football boots;Nike;Nike Mercurial Superfly;Men;Soft Ground (SG/SG-PRO);Professional;Synthetic;Shoelace;Yes;Nike Mad Energy Pack;Red;Cristiano Ronaldo, Kylian Mbappé;NIKE Retail B.V., PO BOX 6453, Colosseum 1, 1213 0, NL;
39;Football boots;Nike;Nike Mercurial Superfly;Men;Firm Ground (FG);Professional;Synthetic;Shoelace;Yes;Nike Mad Energy Pack;Red;Cristiano Ronaldo, Kylian Mbappé;NIKE Retail B.V., PO BOX 6453, Colosseum 1, 1213 0, NL;
40;Football boots;Nike;Nike Mercurial Superfly;Men;Artificial Grass (AG/TF);Professional;Synthetic;Shoelace;Yes;Nike Mad Energy Pack;Red;Cristiano Ronaldo, Kylian Mbappé;NIKE Retail B.V., PO BOX 6453, Colosseum 1, 1213 0, NL;
41;Football boots;Nike;Nike Phantom Luna;Men, Women;Soft Ground (SG/SG-PRO);Professional;Synthetic;Shoelace;Yes;Nike Mad Energy Pack;sky blue;;NIKE Retail B.V., PO BOX 6453, Colosseum 1, 1213 0, NL;
42;Football boots;Nike;Nike Phantom GX;Men;Soft Ground (SG/SG-PRO);Professional;Synthetic;Shoelace;No;Nike Mad Energy Pack;sky blue;;NIKE Retail B.V., PO BOX 6453, Colosseum 1, 1213 0, NL;
43;Football boots;Nike;Nike Phantom GX;Men;Soft Ground (SG/SG-PRO);Professional;Synthetic;Shoelace;No;Nike Mad Energy Pack;sky blue;;NIKE Retail B.V., PO BOX 6453, Colosseum 1, 1213 0, NL;
44;Football boots;Nike;Nike Phantom GX;Men;Firm Ground (FG);Professional;Synthetic;Shoelace;No;Nike Mad Energy Pack;sky blue;;NIKE Retail B.V., PO BOX 6453, Colosseum 1, 1213 0, NL;
45;Football boots;Nike;Nike Phantom GX;Men;Artificial Grass (AG/TF);Professional;Synthetic;Shoelace;No;Nike Mad Energy Pack;sky blue;;NIKE Retail B.V., PO BOX 6453, Colosseum 1, 1213 0, NL;
46;Football boots;Nike;Nike Tiempo;Men;Soft Ground (SG/SG-PRO);Professional;Leather;Shoelace;No;Nike Mad Energy Pack;Pink;;NIKE Retail B.V., PO BOX 6453, Colosseum 1, 1213 0, NL;
47;Football boots;Nike;Nike Tiempo;Men;Soft Ground (SG/SG-PRO);Professional;Leather;Shoelace;No;Nike Mad Energy Pack;Pink;;NIKE Retail B.V., PO BOX 6453, Colosseum 1, 1213 0, NL;
48;Football boots;Nike;Nike Tiempo;Men;Firm Ground (FG);Professional;Leather;Shoelace;No;Nike Mad Energy Pack;Pink;;NIKE Retail B.V., PO BOX 6453, Colosseum 1, 1213 0, NL;
49;Football boots;Nike;Nike Tiempo;Men;Artificial Grass (AG/TF);Professional;Leather;Shoelace;No;Nike Mad Energy Pack;Pink;;NIKE Retail B.V., PO BOX 6453, Colosseum 1, 1213 0, NL;
50;Football boots;Nike;;Men;Indoor (IC/IN);Professional;Leather;Shoelace;No;Nike Small Sided;Gray;;NIKE Retail B.V., PO BOX 6453, Colosseum 1, 1213 0, NL;
51;Football boots;Puma;Puma Future;Men;Firm Ground (FG);Professional;Synthetic;Shoelace;Yes;Puma Unlimited;Multicolor;Neymar Jr;Puma SE, Puma Way 1, 91074 Herzogenaurach, DE;
52;Football boots;Puma;Puma Future;Men;Firm Ground (FG);Professional;Synthetic;Shoelace;Yes;Puma Unlimited;Multicolor;Neymar Jr;Puma SE, Puma Way 1, 91074 Herzogenaurach, DE;
53;Football boots;Puma;Puma Future;Men;Soft Ground (SG/SG-PRO);Professional;Synthetic;Shoelace;Yes;Puma Unlimited;Multicolor;Neymar Jr;Puma SE, Puma Way 1, 91074 Herzogenaurach, DE;
54;Football boots;Puma;Puma Future;Men;Artificial Grass (AG/TF);Professional;Synthetic;Shoelace;Yes;Puma Unlimited;Multicolor;Neymar Jr;Puma SE, Puma Way 1, 91074 Herzogenaurach, DE;
55;Football boots;Puma;Puma Ultra;Men;Firm Ground (FG), Artificial Grass (AG/TF);Professional;Synthetic;Shoelace;No;Puma Unlimited;White;;Puma SE, Puma Way 1, 91074 Herzogenaurach, DE;
56;Football boots;Puma;Puma Ultra;Men;Soft Ground (SG/SG-PRO);Professional;Synthetic;Shoelace;No;Puma Unlimited;White;;Puma SE, Puma Way 1, 91074 Herzogenaurach, DE;
57;Football boots;Puma;Puma King;Men;Firm Ground (FG), Artificial Grass (AG/TF);Professional;Synthetic;Shoelace;No;Puma Unlimited;Red;;Puma SE, Puma Way 1, 91074 Herzogenaurach, DE;
58;Football boots;Puma;Puma King;Men;Soft Ground (SG/SG-PRO);Professional;Synthetic;Shoelace;No;Puma Unlimited;Red;;Puma SE, Puma Way 1, 91074 Herzogenaurach, DE;
59;Football boots;New Balance;New Balance Tekela;Men;Firm Ground (FG);Professional;Synthetic;Shoelace;No;New Balance The Flash Point Pack;Black, Orange;;New Balance Athletics, Inc., Brighton Landing, 100 Guest Street, Boston, MA 02135-2088, US;
60;Football boots;New Balance;New Balance Tekela;Men;Soft Ground (SG/SG-PRO);Professional;Synthetic;Shoelace;No;New Balance The Flash Point Pack;Black, Orange;;New Balance Athletics, Inc., Brighton Landing, 100 Guest Street, Boston, MA 02135-2088, US;
61;Football boots;New Balance;New Balance Furon;Men;Firm Ground (FG);Professional;Synthetic;;No;New Balance The Flash Point Pack;White;Raheem Sterling;New Balance Athletics, Inc., Brighton Landing, 100 Guest Street, Boston, MA 02135-2088, US;
62;Football boots;New Balance;New Balance 442;Men;Firm Ground (FG);Professional;Synthetic;Shoelace;No;New Balance The Flash Point Pack;White;;New Balance Athletics, Inc., Brighton Landing, 100 Guest Street, Boston, MA 02135-2088, US;
63;Football boots;New Balance;New Balance Furon;Men;Firm Ground (FG);Professional;Synthetic;;No;New Balance First Edition;Lime;Raheem Sterling;New Balance Athletics, Inc., Brighton Landing, 100 Guest Street, Boston, MA 02135-2088, US;
64;Football boots;New Balance;New Balance 442;Men;Firm Ground (FG);Professional;Synthetic;Shoelace;No;New Balance First Edition;Lime;;New Balance Athletics, Inc., Brighton Landing, 100 Guest Street, Boston, MA 02135-2088, US;
65;Football boots;adidas;adidas Copa;Men;Firm Ground (FG);Professional;Leather;Shoelace;No;adidas Copa Luxe Control;White;Paulo Dybala;adidas AG, Adi-Dassler-Strasse 1, 91074 Herzogenaurach, DE;
66;Football boots;adidas;adidas Copa;Men;Firm Ground (FG);Professional;Leather;Shoelace;No;;Black;;adidas AG, Adi-Dassler-Strasse 1, 91074 Herzogenaurach, DE;
67;Football boots;adidas;adidas Predator;Men;Firm Ground (FG);Professional;Synthetic;Shoelace;No;adidas Predator 2025;White;Jude Bellingham;adidas AG, Adi-Dassler-Strasse 1, 91074 Herzogenaurach, DE;
68;Football boots;adidas;adidas Predator;Men;Soft Ground (SG/SG-PRO);Professional;Synthetic;Shoelace;No;adidas Predator 2025;White;Jude Bellingham;adidas AG, Adi-Dassler-Strasse 1, 91074 Herzogenaurach, DE;
69;Football boots;adidas;adidas Predator;Men;Firm Ground (FG);Professional;Synthetic;Lack;No;adidas Predator 2025;White;Jude Bellingham;adidas AG, Adi-Dassler-Strasse 1, 91074 Herzogenaurach, DE;
70;Football boots;adidas;adidas Predator;Men;Soft Ground (SG/SG-PRO);Professional;Synthetic;Lack;No;adidas Predator 2025;White;Jude Bellingham;adidas AG, Adi-Dassler-Strasse 1, 91074 Herzogenaurach, DE;
71;Football boots;adidas;adidas Predator;Men;Artificial Grass (AG/TF);Professional;Synthetic;Lack;No;adidas Predator 2025;White;Jude Bellingham;adidas AG, Adi-Dassler-Strasse 1, 91074 Herzogenaurach, DE;
72;Football boots;adidas;adidas Predator;Men;Firm Ground (FG);Professional;Synthetic;Shoelace;No;adidas Predator 2025;White;Jude Bellingham;adidas AG, Adi-Dassler-Strasse 1, 91074 Herzogenaurach, DE;
73;Football boots;adidas;adidas Predator;Men;Soft Ground (SG/SG-PRO);Professional;Synthetic;Shoelace;No;adidas Predator 2025;White;Jude Bellingham;adidas AG, Adi-Dassler-Strasse 1, 91074 Herzogenaurach, DE;
74;Football boots;adidas;adidas Predator;Men;Artificial Grass (AG/TF);Professional;Synthetic;Shoelace;No;adidas Predator 2025;White;Jude Bellingham;adidas AG, Adi-Dassler-Strasse 1, 91074 Herzogenaurach, DE;
75;Football boots;adidas;adidas F50;Men;Firm Ground (FG);Professional;Synthetic;Shoelace;No;adidas F50 Messi & Bad Bunny;Brown;Lionel Messi;adidas AG, Adi-Dassler-Strasse 1, 91074 Herzogenaurach, DE;
76;Football boots;Nike;Nike Mercurial Superfly;Men;Soft Ground (SG/SG-PRO);Professional;Synthetic;Shoelace;Yes;Nike Mercurial Dream Speed 9;sky blue;Cristiano Ronaldo, Kylian Mbappé;NIKE Retail B.V., PO BOX 6453, Colosseum 1, 1213 0, NL;
77;Football boots;Nike;Nike Mercurial Superfly;Men;Firm Ground (FG);Professional;Synthetic;Shoelace;Yes;Nike Mercurial Dream Speed 9;sky blue;Cristiano Ronaldo, Kylian Mbappé;NIKE Retail B.V., PO BOX 6453, Colosseum 1, 1213 0, NL;
78;Football boots;adidas;adidas F50;Men;Firm Ground (FG);Professional;Synthetic;Shoelace;No;adidas F50 Messi Triunfo Estelar Pack;White;Lionel Messi;adidas AG, Adi-Dassler-Strasse 1, 91074 Herzogenaurach, DE;
79;Football boots;adidas;adidas Classic;Men;Soft Ground (SG/SG-PRO);Professional;Leather;Shoelace;No;adidas Classic;White;;adidas AG, Adi-Dassler-Strasse 1, 91074 Herzogenaurach, DE;
80;Football boots;Nike;Nike Mercurial Vapor;Men;Firm Ground (FG);Professional;Synthetic;Shoelace;No;Nike Mad Voltage Pack;Lime;Robert Lewandowski;NIKE Retail B.V., PO BOX 6453, Colosseum 1, 1213 0, NL;
81;Football boots;Nike;Nike Mercurial Vapor;Men;Soft Ground (SG/SG-PRO);Professional;Synthetic;Shoelace;No;Nike Mad Voltage Pack;Lime;;NIKE Retail B.V., PO BOX 6453, Colosseum 1, 1213 0, NL;
82;Football boots;Nike;Nike Mercurial Vapor;Men;Artificial Grass (AG/TF);Professional;Synthetic;Shoelace;No;Nike Mad Voltage Pack;Lime;Robert Lewandowski;NIKE Retail B.V., PO BOX 6453, Colosseum 1, 1213 0, NL;
83;Football boots;Nike;Nike Mercurial Superfly;Men;Soft Ground (SG/SG-PRO);Professional;Synthetic;Shoelace;Yes;Nike Mad Voltage Pack;Lime;Cristiano Ronaldo, Kylian Mbappé;NIKE Retail B.V., PO BOX 6453, Colosseum 1, 1213 0, NL;
84;Football boots;Nike;Nike Mercurial Superfly;Men;Artificial Grass (AG/TF);Professional;Synthetic;Shoelace;Yes;Nike Mad Voltage Pack;Lime;Cristiano Ronaldo, Kylian Mbappé;NIKE Retail B.V., PO BOX 6453, Colosseum 1, 1213 0, NL;
85;Football boots;Nike;Nike Mercurial Superfly;Men;Firm Ground (FG);Professional;Synthetic;Shoelace;Yes;Nike Mad Voltage Pack;Lime;Cristiano Ronaldo, Kylian Mbappé;NIKE Retail B.V., PO BOX 6453, Colosseum 1, 1213 0, NL;
86;Football boots;Nike;Nike Phantom Luna;Men, Women;Soft Ground (SG/SG-PRO);Professional;Synthetic;Shoelace;Yes;Nike Mad Voltage Pack;Gray, Lime;;NIKE Retail B.V., PO BOX 6453, Colosseum 1, 1213 0, NL;
87;Football boots;Nike;Nike Phantom Luna;Men, Women;Firm Ground (FG);Professional;Synthetic;Shoelace;Yes;Nike Mad Voltage Pack;Gray, Lime;;NIKE Retail B.V., PO BOX 6453, Colosseum 1, 1213 0, NL;
88;Football boots;Nike;Nike Phantom GX;Men;Soft Ground (SG/SG-PRO);Professional;Synthetic;Shoelace;No;Nike Mad Voltage Pack;Gray, Lime;;NIKE Retail B.V., PO BOX 6453, Colosseum 1, 1213 0, NL;
89;Football boots;Nike;Nike Phantom GX;Men;Soft Ground (SG/SG-PRO);Professional;Synthetic;Shoelace;No;Nike Mad Voltage Pack;Gray, Lime;;NIKE Retail B.V., PO BOX 6453, Colosseum 1, 1213 0, NL;
90;Football boots;Nike;Nike Tiempo;Men;Soft Ground (SG/SG-PRO);Professional;Leather;Shoelace;No;Nike Mad Voltage Pack;Silver;;NIKE Retail B.V., PO BOX 6453, Colosseum 1, 1213 0, NL;
91;Football boots;Nike;Nike Tiempo;Men;Artificial Grass (AG/TF);Professional;Leather;Shoelace;No;Nike Mad Voltage Pack;Silver;;NIKE Retail B.V., PO BOX 6453, Colosseum 1, 1213 0, NL;
92;Football boots;Nike;Nike Tiempo;Men;Soft Ground (SG/SG-PRO);Professional;Leather;Shoelace;No;Nike Mad Voltage Pack;Silver;;NIKE Retail B.V., PO BOX 6453, Colosseum 1, 1213 0, NL;
93;Football boots;Nike;Nike Tiempo;Men;Firm Ground (FG);Professional;Leather;Shoelace;No;Nike Mad Voltage Pack;Silver;;NIKE Retail B.V., PO BOX 6453, Colosseum 1, 1213 0, NL;
94;Football boots;Nike;;Men;Indoor (IC/IN);Professional;Leather;Shoelace;No;Nike Small Sided;White;;NIKE Retail B.V., PO BOX 6453, Colosseum 1, 1213 0, NL;
95;Football boots;Nike;;Men;Indoor (IC/IN);Professional;Leather;Shoelace;No;Nike Small Sided;Blue;;NIKE Retail B.V., PO BOX 6453, Colosseum 1, 1213 0, NL;
96;Football boots;Nike;;Men;Indoor (IC/IN);Professional;Leather;Shoelace;No;Nike Small Sided;Lime;;NIKE Retail B.V., PO BOX 6453, Colosseum 1, 1213 0, NL;
97;Football boots;Puma;Puma Future;Men;Firm Ground (FG), Artificial Grass (AG/TF);Professional;Synthetic;Shoelace;Yes;Puma Future 8 Launch;White;Neymar Jr;Puma SE, Puma Way 1, 91074 Herzogenaurach, DE;
98;Football boots;Puma;Puma Future;Men;Firm Ground (FG), Artificial Grass (AG/TF);Professional;Synthetic;Shoelace;Yes;Puma x Unisport Conquer your Mountain;Orange, Silver;Neymar Jr;Puma SE, Puma Way 1, 91074 Herzogenaurach, DE;
99;Football boots;Puma;Puma Ultra;Men;Firm Ground (FG), Artificial Grass (AG/TF);Professional;Synthetic;Shoelace;No;Puma x F1 Ultra;Black;;Puma SE, Puma Way 1, 91074 Herzogenaurach, DE;
100;Football boots;Puma;Puma Ultra;Men;Firm Ground (FG), Artificial Grass (AG/TF);Professional;Synthetic;Shoelace;No;Puma x Unisport Conquer your Mountain;White;;Puma SE, Puma Way 1, 91074 Herzogenaurach, DE;
101;Football boots;Puma;Puma King;Men;Firm Ground (FG), Artificial Grass (AG/TF);Professional;Synthetic;Shoelace;No;Puma x Unisport Conquer your Mountain;White;;Puma SE, Puma Way 1, 91074 Herzogenaurach, DE;
102;Football boots;Puma;Puma Future;Men;Soft Ground (SG/SG-PRO);Professional;Synthetic;Shoelace;Yes;Puma Lights Out Pack;Multicolor;Neymar Jr;Puma SE, Puma Way 1, 91074 Herzogenaurach, DE;
103;Football boots;Puma;Puma Future;Men;Firm Ground (FG), Artificial Grass (AG/TF);Professional;Synthetic;Shoelace;Yes;Puma Lights Out Pack;Multicolor;Neymar Jr;Puma SE, Puma Way 1, 91074 Herzogenaurach, DE;
104;Football boots;Puma;Puma Future;Men;Firm Ground (FG), Artificial Grass (AG/TF);Professional;Synthetic;Shoelace;Yes;Puma Lights Out Pack;Multicolor;Neymar Jr;Puma SE, Puma Way 1, 91074 Herzogenaurach, DE;
105;Football boots;Puma;Puma Ultra;Men;Firm Ground (FG), Artificial Grass (AG/TF);Professional;Synthetic;Shoelace;No;Puma Lights Out Pack;Lime;;Puma SE, Puma Way 1, 91074 Herzogenaurach, DE;
106;Football boots;Puma;Puma Ultra;Men;Soft Ground (SG/SG-PRO);Professional;Synthetic;Shoelace;No;Puma Lights Out Pack;Lime;;Puma SE, Puma Way 1, 91074 Herzogenaurach, DE;
107;Football boots;Puma;Puma Ultra;Men;Firm Ground (FG), Artificial Grass (AG/TF);Professional;Synthetic;Shoelace;No;Puma Lights Out Pack;Lime;;Puma SE, Puma Way 1, 91074 Herzogenaurach, DE;
108;Football boots;Puma;Puma Ultra;Men;Firm Ground (FG), Artificial Grass (AG/TF);Professional;Synthetic;Shoelace;No;Puma Lights Out Pack;Lime;;Puma SE, Puma Way 1, 91074 Herzogenaurach, DE;
109;Football boots;Puma;Puma King;Men;Soft Ground (SG/SG-PRO);Professional;Synthetic;Shoelace;No;Puma Lights Out Pack;sky blue;;Puma SE, Puma Way 1, 91074 Herzogenaurach, DE;
110;Football boots;Puma;Puma King;Men;Firm Ground (FG), Artificial Grass (AG/TF);Professional;Synthetic;Shoelace;No;Puma Lights Out Pack;sky blue;;Puma SE, Puma Way 1, 91074 Herzogenaurach, DE;
111;Football boots;New Balance;New Balance Tekela;Men;Firm Ground (FG);Professional;Synthetic;Shoelace;No;New Balance Tekela Endrick Irmão;Green;;New Balance Athletics, Inc., Brighton Landing, 100 Guest Street, Boston, MA 02135-2088, US;
112;Football boots;Mizuno;Mizuno Morelia Neo;Men;Soft Ground (SG/SG-PRO);Professional;Leather;Shoelace;;;White;;Mizuno Co., Mizuno House, 612 Reading Road, Winnersh, Wokingham, Berkshire RG41 5HE, UK;
113;Football boots;Mizuno;Mizuno Morelia Neo;Men;Firm Ground (FG);Professional;Leather;Shoelace;No;;White;;Mizuno Co., Mizuno House, 612 Reading Road, Winnersh, Wokingham, Berkshire RG41 5HE, UK;
114;Football boots;Mizuno;Mizuno Morelia Neo;Men;Firm Ground (FG);Professional;Leather;Shoelace;No;;White;;Mizuno Co., Mizuno House, 612 Reading Road, Winnersh, Wokingham, Berkshire RG41 5HE, UK;
115;Football boots;Mizuno;Mizuno Morelia Neo;Men;Soft Ground (SG/SG-PRO);Professional;Leather;Shoelace;;;White;;Mizuno Co., Mizuno House, 612 Reading Road, Winnersh, Wokingham, Berkshire RG41 5HE, UK;
116;Football boots;Mizuno;Mizuno Morelia Neo;Men;Firm Ground (FG);Professional;Leather;Shoelace;No;;White;;Mizuno Co., Mizuno House, 612 Reading Road, Winnersh, Wokingham, Berkshire RG41 5HE, UK;
117;Football boots;Mizuno;Mizuno Morelia Neo;Men;Firm Ground (FG);Professional;Leather;Shoelace;No;;White;;Mizuno Co., Mizuno House, 612 Reading Road, Winnersh, Wokingham, Berkshire RG41 5HE, UK;
118;Football boots;Mizuno;Mizuno Alpha;Men;Firm Ground (FG);Professional;Synthetic;Shoelace;No;;White, Claret;;Mizuno Co., Mizuno House, 612 Reading Road, Winnersh, Wokingham, Berkshire RG41 5HE, UK;
119;Football boots;Mizuno;Mizuno Morelia Neo;Men;Firm Ground (FG);Professional;Leather;Shoelace;No;;White, Claret;;Mizuno Co., Mizuno House, 612 Reading Road, Winnersh, Wokingham, Berkshire RG41 5HE, UK;
120;Football boots;Mizuno;Mizuno Morelia Neo;Men;Indoor (IC/IN);Professional;Synthetic;Shoelace;No;;Black;;Mizuno Co., Mizuno House, 612 Reading Road, Winnersh, Wokingham, Berkshire RG41 5HE, UK;
121;Football boots;adidas;adidas Predator;Men;Firm Ground (FG);Professional;Synthetic;Shoelace;No;adidas Vivid Horizon Pack;Gray;Jude Bellingham;adidas AG, Adi-Dassler-Strasse 1, 91074 Herzogenaurach, DE;
122;Football boots;adidas;adidas Predator;Men;Firm Ground (FG);Professional;Synthetic;Lack;No;adidas Vivid Horizon Pack;Gray;Jude Bellingham;adidas AG, Adi-Dassler-Strasse 1, 91074 Herzogenaurach, DE;
