product_id;Product Type:;Producer:;Collections:;Age Group:;Ground type:;Class:;Upper:;Type of binding:;Boots with sock:;Collection:;Color:;Plays in these boots:;Manufacturer's Data:;Team:
123;Football boots;adidas;adidas Predator;Men;Artificial Grass (AG/TF);Professional;Synthetic;Lack;No;adidas Vivid Horizon Pack;Gray;Jude Bellingham;adidas AG, Adi-Dassler-Strasse 1, 91074 Herzogenaurach, DE;
124;Football boots;adidas;adidas Predator;Men;Soft Ground (SG/SG-PRO);Professional;Synthetic;Shoelace;No;adidas Vivid Horizon Pack;Gray;Jude Bellingham;adidas AG, Adi-Dassler-Strasse 1, 91074 Herzogenaurach, DE;
125;Football boots;adidas;adidas Predator;Men;Artificial Grass (AG/TF);Professional;Synthetic;Shoelace;No;adidas Vivid Horizon Pack;Gray;Jude Bellingham;adidas AG, Adi-Dassler-Strasse 1, 91074 Herzogenaurach, DE;
126;Football boots;adidas;adidas Predator;Men;Soft Ground (SG/SG-PRO);Professional;Synthetic;Lack;No;adidas Vivid Horizon Pack;Gray;Jude Bellingham;adidas AG, Adi-Dassler-Strasse 1, 91074 Herzogenaurach, DE;
127;Football boots;adidas;adidas Predator;Men;Firm Ground (FG);Professional;Synthetic;Shoelace;No;adidas Vivid Horizon Pack;Gray;Jude Bellingham;adidas AG, Adi-Dassler-Strasse 1, 91074 Herzogenaurach, DE;
128;Football boots;adidas;adidas F50;Men;Firm Ground (FG);Professional;Synthetic;Lack;No;adidas Vivid Horizon Pack;Red;Lionel Messi;adidas AG, Adi-Dassler-Strasse 1, 91074 Herzogenaurach, DE;
129;Football boots;adidas;adidas F50;Men;Firm Ground (FG);Professional;Synthetic;Lack;No;adidas Vivid Horizon Pack;Red;Lionel Messi;adidas AG, Adi-Dassler-Strasse 1, 91074 Herzogenaurach, DE;
130;Football boots;adidas;adidas F50;Men;Soft Ground (SG/SG-PRO);Professional;Synthetic;Lack;No;adidas Vivid Horizon Pack;Red;;adidas AG, Adi-Dassler-Strasse 1, 91074 Herzogenaurach, DE;
131;Football boots;adidas;adidas F50;Men;Firm Ground (FG);Professional;Synthetic;Shoelace;No;adidas Vivid Horizon Pack;Red;Lionel Messi;adidas AG, Adi-Dassler-Strasse 1, 91074 Herzogenaurach, DE;
132;Football boots;adidas;adidas F50;Men;Soft Ground (SG/SG-PRO);Professional;Synthetic;Shoelace;No;adidas Vivid Horizon Pack;Red;;adidas AG, Adi-Dassler-Strasse 1, 91074 Herzogenaurach, DE;
133;Football boots;adidas;adidas F50;Men;Artificial Grass (AG/TF);Professional;Synthetic;Shoelace;No;adidas Vivid Horizon Pack;Red;Lionel Messi;adidas AG, Adi-Dassler-Strasse 1, 91074 Herzogenaurach, DE;
134;Football boots;adidas;adidas Copa;Men;Firm Ground (FG);Professional;Leather;Shoelace;No;adidas Vivid Horizon Pack;Purple;Paulo Dybala;adidas AG, Adi-Dassler-Strasse 1, 91074 Herzogenaurach, DE;
135;Football boots;adidas;adidas Copa;Men;Soft Ground (SG/SG-PRO);Professional;Leather;Shoelace;No;adidas Vivid Horizon Pack;Purple;Paulo Dybala;adidas AG, Adi-Dassler-Strasse 1, 91074 Herzogenaurach, DE;
136;Football boots;adidas;adidas Copa;Men;Artificial Grass (AG/TF);Professional;Leather;Shoelace;No;adidas Vivid Horizon Pack;Purple;Paulo Dybala;adidas AG, Adi-Dassler-Strasse 1, 91074 Herzogenaurach, DE;
137;Football boots;adidas;adidas Copa;Men;Firm Ground (FG);Professional;Leather;Shoelace;No;adidas Copa MIG;White;Paulo Dybala;adidas AG, Adi-Dassler-Strasse 1, 91074 Herzogenaurach, DE;
138;Football boots;adidas;adidas Classic;Men;Firm Ground (FG);Professional;Leather;Shoelace;No;adidas Copa Federation Trefoil;Yellow;;adidas AG, Adi-Dassler-Strasse 1, 91074 Herzogenaurach, DE;Jamaica
139;Football boots;adidas;adidas Classic;Men;Firm Ground (FG);Professional;Leather;Shoelace;No;adidas Classic;White;;adidas AG, Adi-Dassler-Strasse 1, 91074 Herzogenaurach, DE;
140;Football boots;Nike;Nike Mercurial Vapor;Men;Firm Ground (FG);Professional;Synthetic;Shoelace;No;Nike Kylian Mbappé Pack;Orange;;NIKE Retail B.V., PO BOX 6453, Colosseum 1, 1213 0, NL;
141;Football boots;adidas;adidas Predator;Men;Firm Ground (FG);Professional;Synthetic;Lack;No;adidas Stellar Icon;Pink, sky blue;Jude Bellingham;adidas AG, Adi-Dassler-Strasse 1, 91074 Herzogenaurach, DE;
142;Football boots;adidas;adidas Predator;Men;Firm Ground (FG);Professional;Synthetic;Shoelace;No;adidas Stellar Icon;sky blue;Jude Bellingham;adidas AG, Adi-Dassler-Strasse 1, 91074 Herzogenaurach, DE;
143;Football boots;adidas;adidas Predator;Men;Soft Ground (SG/SG-PRO);Professional;Synthetic;Shoelace;No;adidas Reemergence Pack;White;Jude Bellingham;adidas AG, Adi-Dassler-Strasse 1, 91074 Herzogenaurach, DE;
144;Football boots;adidas;adidas Predator;Men;Firm Ground (FG);Professional;Synthetic;Lack;No;adidas Reemergence Pack;White;Jude Bellingham;adidas AG, Adi-Dassler-Strasse 1, 91074 Herzogenaurach, DE;
145;Football boots;adidas;adidas Predator;Men;Firm Ground (FG);Professional;Synthetic;Shoelace;No;adidas Reemergence Pack;White;Jude Bellingham;adidas AG, Adi-Dassler-Strasse 1, 91074 Herzogenaurach, DE;
146;Football boots;adidas;adidas F50;Men;Firm Ground (FG);Professional;Synthetic;Shoelace;No;adidas Stellar Icon;sky blue;Lionel Messi;adidas AG, Adi-Dassler-Strasse 1, 91074 Herzogenaurach, DE;
147;Football boots;adidas;adidas F50;Men;Firm Ground (FG);Professional;Synthetic;Shoelace;No;adidas Reemergence Pack;Blue;Lionel Messi;adidas AG, Adi-Dassler-Strasse 1, 91074 Herzogenaurach, DE;
148;Football boots;adidas;adidas F50;Men;Firm Ground (FG);Professional;Synthetic;Lack;No;adidas Reemergence Pack;Blue;Lionel Messi;adidas AG, Adi-Dassler-Strasse 1, 91074 Herzogenaurach, DE;
149;Football boots;adidas;adidas Copa;Men;Firm Ground (FG);Professional;Leather;Shoelace;No;adidas Reemergence Pack;Black;Paulo Dybala;adidas AG, Adi-Dassler-Strasse 1, 91074 Herzogenaurach, DE;
150;Football boots;adidas;adidas Copa;Men;Firm Ground (FG);Professional;Leather;Shoelace;No;;Blue;;adidas AG, Adi-Dassler-Strasse 1, 91074 Herzogenaurach, DE;
151;Football boots;Nike;Nike Mercurial Vapor;Men;Soft Ground (SG/SG-PRO);Professional;Synthetic;Shoelace;No;Nike Mad Ambition Pack;sky blue;;NIKE Retail B.V., PO BOX 6453, Colosseum 1, 1213 0, NL;
152;Football boots;Nike;Nike Mercurial Superfly;Men;Soft Ground (SG/SG-PRO);Professional;Synthetic;Shoelace;Yes;Nike Mad Ambition Pack;sky blue;Cristiano Ronaldo, Kylian Mbappé;NIKE Retail B.V., PO BOX 6453, Colosseum 1, 1213 0, NL;
153;Football boots;Nike;Nike Mercurial Superfly;Men;Firm Ground (FG);Professional;Synthetic;Shoelace;Yes;Nike Mad Ambition Pack;sky blue;Cristiano Ronaldo, Kylian Mbappé;NIKE Retail B.V., PO BOX 6453, Colosseum 1, 1213 0, NL;
154;Football boots;Nike;Nike Phantom Luna;Men, Women;Firm Ground (FG);Professional;Synthetic;Shoelace;Yes;Nike Mad Ambition Pack;Blue;;NIKE Retail B.V., PO BOX 6453, Colosseum 1, 1213 0, NL;
155;Football boots;Nike;Nike Phantom Luna;Men;Artificial Grass (AG/TF);Professional;Synthetic;Shoelace;Yes;Nike Mad Ambition Pack;Blue;;NIKE Retail B.V., PO BOX 6453, Colosseum 1, 1213 0, NL;
156;Football boots;Nike;Nike Phantom GX;Men;Soft Ground (SG/SG-PRO);Professional;Synthetic;Shoelace;No;Nike Mad Ambition Pack;Blue;;NIKE Retail B.V., PO BOX 6453, Colosseum 1, 1213 0, NL;
157;Football boots;Nike;Nike Phantom GX;Men;Firm Ground (FG);Professional;Synthetic;Shoelace;No;Nike Mad Ambition Pack;Blue;;NIKE Retail B.V., PO BOX 6453, Colosseum 1, 1213 0, NL;
158;Football boots;Nike;Nike Tiempo;Men;Artificial Grass (AG/TF);Professional;Leather;Shoelace;No;Nike Mad Ambition Pack;Blue;;NIKE Retail B.V., PO BOX 6453, Colosseum 1, 1213 0, NL;
159;Football boots;Nike;Nike Tiempo;Men;Soft Ground (SG/SG-PRO);Professional;Leather;Shoelace;No;Nike Mad Ambition Pack;Blue;;NIKE Retail B.V., PO BOX 6453, Colosseum 1, 1213 0, NL;
160;Football boots;Nike;Nike Tiempo;Men;Firm Ground (FG);Professional;Leather;Shoelace;No;Nike Mad Ambition Pack;Blue;;NIKE Retail B.V., PO BOX 6453, Colosseum 1, 1213 0, NL;
161;Football boots;Nike;Nike Tiempo;Men;Soft Ground (SG/SG-PRO);Professional;Leather;Shoelace;No;Nike Mad Ambition Pack;Blue;;NIKE Retail B.V., PO BOX 6453, Colosseum 1, 1213 0, NL;
162;Football boots;adidas;adidas Predator;Men;Firm Ground (FG);Professional;Synthetic;Shoelace;No;adidas Day Spark;White;Jude Bellingham;adidas AG, Adi-Dassler-Strasse 1, 91074 Herzogenaurach, DE;
163;Football boots;adidas;adidas Predator;Men;Firm Ground (FG);Professional;Synthetic;Lack;No;adidas Day Spark;White;Jude Bellingham;adidas AG, Adi-Dassler-Strasse 1, 91074 Herzogenaurach, DE;
164;Football boots;adidas;adidas Predator;Men;Firm Ground (FG);Professional;Synthetic;Shoelace;No;adidas Day Spark;White;Jude Bellingham;adidas AG, Adi-Dassler-Strasse 1, 91074 Herzogenaurach, DE;
165;Football boots;adidas;adidas Predator;Men;Soft Ground (SG/SG-PRO);Professional;Synthetic;Shoelace;No;adidas Day Spark;White;Jude Bellingham;adidas AG, Adi-Dassler-Strasse 1, 91074 Herzogenaurach, DE;
166;Football boots;adidas;adidas F50;Men;Firm Ground (FG);Professional;Synthetic;Shoelace;No;adidas Day Spark;White;Lionel Messi;adidas AG, Adi-Dassler-Strasse 1, 91074 Herzogenaurach, DE;
167;Football boots;adidas;adidas Copa;Men;Firm Ground (FG);Professional;Leather;Shoelace;No;adidas Day Spark;White;Paulo Dybala;adidas AG, Adi-Dassler-Strasse 1, 91074 Herzogenaurach, DE;
168;Football boots;Nike;Nike Mercurial Vapor;Men;Soft Ground (SG/SG-PRO);Professional;Synthetic;Shoelace;No;Nike Shadow Pack 2024;Black;;NIKE Retail B.V., PO BOX 6453, Colosseum 1, 1213 0, NL;
169;Football boots;Nike;Nike Mercurial Vapor;Men;Artificial Grass (AG/TF);Professional;Synthetic;Shoelace;No;Nike Shadow Pack 2024;Black;Robert Lewandowski;NIKE Retail B.V., PO BOX 6453, Colosseum 1, 1213 0, NL;
170;Football boots;Nike;Nike Mercurial Superfly;Men;Soft Ground (SG/SG-PRO);Professional;Synthetic;Shoelace;Yes;Nike Shadow Pack 2024;Black;Cristiano Ronaldo, Kylian Mbappé;NIKE Retail B.V., PO BOX 6453, Colosseum 1, 1213 0, NL;
171;Football boots;Nike;Nike Mercurial Superfly;Men;Artificial Grass (AG/TF);Professional;Synthetic;Shoelace;Yes;Nike Shadow Pack 2024;Black;Cristiano Ronaldo, Kylian Mbappé;NIKE Retail B.V., PO BOX 6453, Colosseum 1, 1213 0, NL;
172;Football boots;Nike;Nike Mercurial Superfly;Men;Firm Ground (FG);Professional;Synthetic;Shoelace;Yes;Nike Shadow Pack 2024;Black;Cristiano Ronaldo, Kylian Mbappé;NIKE Retail B.V., PO BOX 6453, Colosseum 1, 1213 0, NL;
173;Football boots;Nike;Nike Phantom Luna;Men;Artificial Grass (AG/TF);Professional;Synthetic;Shoelace;Yes;Nike Shadow Pack 2024;Black;;NIKE Retail B.V., PO BOX 6453, Colosseum 1, 1213 0, NL;
174;Football boots;Nike;Nike Phantom GX;Men;Artificial Grass (AG/TF);Professional;Synthetic;Shoelace;No;Nike Shadow Pack 2024;Black;;NIKE Retail B.V., PO BOX 6453, Colosseum 1, 1213 0, NL;
175;Football boots;Nike;Nike Phantom GX;Men;Soft Ground (SG/SG-PRO);Professional;Synthetic;Shoelace;No;Nike Shadow Pack 2024;Black;;NIKE Retail B.V., PO BOX 6453, Colosseum 1, 1213 0, NL;
176;Football boots;Nike;Nike Phantom GX;Men;Firm Ground (FG);Professional;Synthetic;Shoelace;No;Nike Shadow Pack 2024;Black;;NIKE Retail B.V., PO BOX 6453, Colosseum 1, 1213 0, NL;
177;Football boots;Nike;Nike Tiempo;Men;Soft Ground (SG/SG-PRO);Professional;Leather;Shoelace;No;Nike Shadow Pack 2024;Black;;NIKE Retail B.V., PO BOX 6453, Colosseum 1, 1213 0, NL;
178;Football boots;Nike;Nike Tiempo;Men;Firm Ground (FG);Professional;Leather;Shoelace;No;Nike Shadow Pack 2024;Black;;NIKE Retail B.V., PO BOX 6453, Colosseum 1, 1213 0, NL;
179;Football boots;Nike;Nike Tiempo;Men;Artificial Grass (AG/TF);Professional;Leather;Shoelace;No;Nike Shadow Pack 2024;Black;;NIKE Retail B.V., PO BOX 6453, Colosseum 1, 1213 0, NL;
180;Football boots;adidas;adidas Predator;Men;Firm Ground (FG);Professional;Synthetic;Shoelace;No;adidas Dark Spark;Black;Jude Bellingham;adidas AG, Adi-Dassler-Strasse 1, 91074 Herzogenaurach, DE;
181;Football boots;adidas;adidas Predator;Men;Firm Ground (FG);Professional;Synthetic;Lack;No;adidas Dark Spark;Black;Jude Bellingham;adidas AG, Adi-Dassler-Strasse 1, 91074 Herzogenaurach, DE;
182;Football boots;adidas;adidas Predator;Men;Firm Ground (FG);Professional;Synthetic;Shoelace;No;adidas Dark Spark;Black;Jude Bellingham;adidas AG, Adi-Dassler-Strasse 1, 91074 Herzogenaurach, DE;
183;Football boots;adidas;adidas F50;Men;Firm Ground (FG);Professional;Synthetic;Shoelace;No;adidas Dark Spark;Black;Lionel Messi;adidas AG, Adi-Dassler-Strasse 1, 91074 Herzogenaurach, DE;
184;Football boots;adidas;adidas F50;Men;Soft Ground (SG/SG-PRO);Professional;Synthetic;Shoelace;No;adidas Dark Spark;Black;;adidas AG, Adi-Dassler-Strasse 1, 91074 Herzogenaurach, DE;
185;Football boots;adidas;adidas Copa;Men;Firm Ground (FG);Professional;Leather;Shoelace;No;adidas Dark Spark;Black;Paulo Dybala;adidas AG, Adi-Dassler-Strasse 1, 91074 Herzogenaurach, DE;
186;Football boots;Puma;Puma Future;Men;Firm Ground (FG), Artificial Grass (AG/TF);Professional;Synthetic;Shoelace;Yes;Puma Neymar Jr BNA;Navy blue;Neymar Jr;Puma SE, Puma Way 1, 91074 Herzogenaurach, DE;
187;Football boots;Puma;Puma Ultra;Men;Firm Ground (FG), Artificial Grass (AG/TF);Professional;Synthetic;Shoelace;No;Puma Ultra Senna;White;;Puma SE, Puma Way 1, 91074 Herzogenaurach, DE;
188;Football boots;Puma;Puma Future;Men;Firm Ground (FG), Artificial Grass (AG/TF);Professional;Synthetic;Shoelace;Yes;Puma Future Goalkeeper;Pink;;Puma SE, Puma Way 1, 91074 Herzogenaurach, DE;
189;Football boots;Puma;Puma Future;Men;Firm Ground (FG), Artificial Grass (AG/TF);Professional;Synthetic;Shoelace;Yes;Puma Volume Up Pack;White;Neymar Jr;Puma SE, Puma Way 1, 91074 Herzogenaurach, DE;
190;Football boots;Puma;Puma Ultra;Men;Firm Ground (FG), Artificial Grass (AG/TF);Professional;Synthetic;Shoelace;No;Puma Volume Up Pack;White;;Puma SE, Puma Way 1, 91074 Herzogenaurach, DE;
191;Football boots;Puma;Puma King;Men;Firm Ground (FG), Artificial Grass (AG/TF);Professional;Synthetic;Shoelace;No;Puma Volume Up Pack;sky blue;;Puma SE, Puma Way 1, 91074 Herzogenaurach, DE;
192;Football boots;Puma;Puma Future;Men;Soft Ground (SG/SG-PRO);Professional;Synthetic;Shoelace;Yes;Puma Formula Pack;Blue;Neymar Jr;Puma SE, Puma Way 1, 91074 Herzogenaurach, DE;
193;Football boots;Puma;Puma Future;Men;Firm Ground (FG), Artificial Grass (AG/TF);Professional;Synthetic;Shoelace;Yes;Puma Formula Pack;Blue;Neymar Jr;Puma SE, Puma Way 1, 91074 Herzogenaurach, DE;
194;Football boots;Puma;Puma Ultra;Men;Soft Ground (SG/SG-PRO);Professional;Synthetic;Shoelace;No;Puma Formula Pack;Navy blue;;Puma SE, Puma Way 1, 91074 Herzogenaurach, DE;
195;Football boots;Puma;Puma Ultra;Men;Firm Ground (FG), Artificial Grass (AG/TF);Professional;Synthetic;Shoelace;No;Puma Formula Pack;Navy blue;;Puma SE, Puma Way 1, 91074 Herzogenaurach, DE;
196;Football boots;Puma;Puma Ultra;Men;Firm Ground (FG), Artificial Grass (AG/TF);Professional;Synthetic;Shoelace;No;Puma Formula Pack;Navy blue;;Puma SE, Puma Way 1, 91074 Herzogenaurach, DE;
197;Football boots;Puma;Puma King;Men;Soft Ground (SG/SG-PRO);Professional;Synthetic;Shoelace;No;Puma Formula Pack;White;;Puma SE, Puma Way 1, 91074 Herzogenaurach, DE;
198;Football boots;Puma;Puma King;Men;Firm Ground (FG), Artificial Grass (AG/TF);Professional;Synthetic;Shoelace;No;Puma Formula Pack;White;;Puma SE, Puma Way 1, 91074 Herzogenaurach, DE;
199;Football boots;Puma;Puma Future;Men;Firm Ground (FG), Artificial Grass (AG/TF);Professional;Synthetic;Shoelace;Yes;Puma White Pack;White;Neymar Jr;Puma SE, Puma Way 1, 91074 Herzogenaurach, DE;
200;Football boots;Puma;Puma Future;Men;Soft Ground (SG/SG-PRO);Professional;Synthetic;Shoelace;Yes;Puma Black Pack;Black;Lionel Messi;Puma SE, Puma Way 1, 91074 Herzogenaurach, DE;
201;Football boots;Puma;Puma Future;Men;Firm Ground (FG), Artificial Grass (AG/TF);Professional;Synthetic;Shoelace;Yes;Puma Black Pack;Black;Neymar Jr;Puma SE, Puma Way 1, 91074 Herzogenaurach, DE;
202;Football boots;Puma;Puma Future;Men;Firm Ground (FG), Artificial Grass (AG/TF);Professional;Synthetic;Shoelace;Yes;Puma Black Pack;Black;Neymar Jr;Puma SE, Puma Way 1, 91074 Herzogenaurach, DE;
203;Football boots;Puma;Puma Ultra;Men;Firm Ground (FG), Artificial Grass (AG/TF);Professional;Synthetic;Shoelace;No;Puma White Pack;White;;Puma SE, Puma Way 1, 91074 Herzogenaurach, DE;
204;Football boots;Puma;Puma Ultra;Men;Soft Ground (SG/SG-PRO);Professional;Synthetic;Shoelace;No;Puma Black Pack;Black;;Puma SE, Puma Way 1, 91074 Herzogenaurach, DE;
205;Football boots;Puma;Puma Ultra;Men;Firm Ground (FG), Artificial Grass (AG/TF);Professional;Synthetic;Shoelace;No;Puma Black Pack;Black;;Puma SE, Puma Way 1, 91074 Herzogenaurach, DE;
206;Football boots;Puma;Puma King;Men;Firm Ground (FG), Artificial Grass (AG/TF);Professional;Synthetic;Shoelace;No;Puma White Pack;White;;Puma SE, Puma Way 1, 91074 Herzogenaurach, DE;
207;Football boots;Puma;Puma King;Men;Firm Ground (FG), Artificial Grass (AG/TF);Professional;Synthetic;Shoelace;No;Puma Black Pack;Black;;Puma SE, Puma Way 1, 91074 Herzogenaurach, DE;
208;Football boots;Puma;Puma King;Men;Soft Ground (SG/SG-PRO);Professional;Synthetic;Shoelace;No;Puma Black Pack;Black;;Puma SE, Puma Way 1, 91074 Herzogenaurach, DE;
209;Football boots;New Balance;New Balance Tekela;Men;Firm Ground (FG);Professional;Synthetic;Shoelace;No;New Balance Power Surge Pack;Navy blue;;New Balance Athletics, Inc., Brighton Landing, 100 Guest Street, Boston, MA 02135-2088, US;
210;Football boots;New Balance;New Balance Tekela;Men;Firm Ground (FG);Professional;Synthetic;Lack;Yes;New Balance Power Surge Pack;Navy blue;;New Balance Athletics, Inc., Brighton Landing, 100 Guest Street, Boston, MA 02135-2088, US;
211;Football boots;New Balance;New Balance Furon;Men;Firm Ground (FG);Professional;Synthetic;;No;New Balance Power Surge Pack;Orange;Raheem Sterling;New Balance Athletics, Inc., Brighton Landing, 100 Guest Street, Boston, MA 02135-2088, US;
212;Football boots;New Balance;New Balance Furon;Men;Artificial Grass (AG/TF);Professional;Synthetic;Shoelace;No;New Balance Power Surge Pack;Orange;Raheem Sterling;New Balance Athletics, Inc., Brighton Landing, 100 Guest Street, Boston, MA 02135-2088, US;
213;Football boots;New Balance;New Balance Tekela;Men;Soft Ground (SG/SG-PRO);Professional;Synthetic;Shoelace;No;New Balance United in Fuelcell Pack;White;;New Balance Athletics, Inc., Brighton Landing, 100 Guest Street, Boston, MA 02135-2088, US;
214;Football boots;New Balance;New Balance Tekela;Men;Firm Ground (FG);Professional;Synthetic;Lack;Yes;New Balance United in Fuelcell Pack;White;;New Balance Athletics, Inc., Brighton Landing, 100 Guest Street, Boston, MA 02135-2088, US;
215;Football boots;New Balance;New Balance Tekela;Men;Firm Ground (FG);Professional;Synthetic;Shoelace;No;New Balance United in Fuelcell Pack;White;;New Balance Athletics, Inc., Brighton Landing, 100 Guest Street, Boston, MA 02135-2088, US;
216;Football boots;New Balance;New Balance Tekela;Men;Firm Ground (FG);Professional;Synthetic;Shoelace;No;New Balance Canvas Series - Endrick Felipe;White;;New Balance Athletics, Inc., Brighton Landing, 100 Guest Street, Boston, MA 02135-2088, US;
217;Football boots;New Balance;New Balance Furon;Men;Firm Ground (FG);Professional;Synthetic;;No;New Balance United in Fuelcell Pack;White;Raheem Sterling;New Balance Athletics, Inc., Brighton Landing, 100 Guest Street, Boston, MA 02135-2088, US;
218;Football boots;New Balance;New Balance Furon;Men;Soft Ground (SG/SG-PRO);Professional;Synthetic;Shoelace;No;New Balance United in Fuelcell Pack;White;Raheem Sterling;New Balance Athletics, Inc., Brighton Landing, 100 Guest Street, Boston, MA 02135-2088, US;
219;Football boots;New Balance;New Balance 442;Men;Firm Ground (FG);Professional;Leather;Shoelace;No;New Balance United in Fuelcell Pack;White;;New Balance Athletics, Inc., Brighton Landing, 100 Guest Street, Boston, MA 02135-2088, US;
220;Football boots;New Balance;New Balance 442;Men;Indoor (IC/IN);Professional;Leather;Shoelace;No;New Balance United in Fuelcell Pack;White;;New Balance Athletics, Inc., Brighton Landing, 100 Guest Street, Boston, MA 02135-2088, US;
221;Football boots;New Balance;New Balance Audazo;Men;Indoor (IC/IN);Professional;Synthetic;Shoelace;No;New Balance 2024;Yellow;;New Balance Athletics, Inc., Brighton Landing, 100 Guest Street, Boston, MA 02135-2088, US;
222;Football boots;Mizuno;Mizuno Morelia Neo;Men;Soft Ground (SG/SG-PRO);Professional;Leather;Shoelace;;;Black;;Mizuno Co., Mizuno House, 612 Reading Road, Winnersh, Wokingham, Berkshire RG41 5HE, UK;
223;Football boots;Mizuno;Mizuno Morelia Neo;Men;Firm Ground (FG);Professional;Leather;Shoelace;No;;White;;Mizuno Co., Mizuno House, 612 Reading Road, Winnersh, Wokingham, Berkshire RG41 5HE, UK;
224;Football boots;Mizuno;Mizuno Morelia Neo;Men;Firm Ground (FG);Professional;Leather;Shoelace;No;;Black;;Mizuno Co., Mizuno House, 612 Reading Road, Winnersh, Wokingham, Berkshire RG41 5HE, UK;
225;Football boots;Mizuno;Mizuno Morelia Neo;Men;Indoor (IC/IN);Professional;Synthetic;Shoelace;No;;White;;Mizuno Co., Mizuno House, 612 Reading Road, Winnersh, Wokingham, Berkshire RG41 5HE, UK;
226;Football boots;Mizuno;Mizuno Morelia Neo;Men;Indoor (IC/IN);Professional;Synthetic;Shoelace;No;;White;;Mizuno Co., Mizuno House, 612 Reading Road, Winnersh, Wokingham, Berkshire RG41 5HE, UK;
227;Football boots;Mizuno;Mizuno Morelia Neo;Men;Soft Ground (SG/SG-PRO);Professional;Leather;Shoelace;;;White;;Mizuno Co., Mizuno House, 612 Reading Road, Winnersh, Wokingham, Berkshire RG41 5HE, UK;
228;Football boots;Mizuno;Mizuno Morelia Neo;Men;Soft Ground (SG/SG-PRO);Professional;Leather;Shoelace;;;Black;;Mizuno Co., Mizuno House, 612 Reading Road, Winnersh, Wokingham, Berkshire RG41 5HE, UK;
229;Football boots;Mizuno;Mizuno Morelia Neo;Men;Firm Ground (FG);Professional;Leather;Shoelace;No;;Black;;Mizuno Co., Mizuno House, 612 Reading Road, Winnersh, Wokingham, Berkshire RG41 5HE, UK;
230;Football boots;Mizuno;Mizuno Morelia Neo;Men;Firm Ground (FG);Professional;Leather;Shoelace;No;;White;;Mizuno Co., Mizuno House, 612 Reading Road, Winnersh, Wokingham, Berkshire RG41 5HE, UK;
231;Football boots;Mizuno;Mizuno Alpha;Men;Firm Ground (FG);Professional;Synthetic;Shoelace;No;;Blue;;Mizuno Co., Mizuno House, 612 Reading Road, Winnersh, Wokingham, Berkshire RG41 5HE, UK;
232;Football boots;Mizuno;Mizuno Morelia Neo;Men;Firm Ground (FG);Professional;Leather;Shoelace;No;;White;;Mizuno Co., Mizuno House, 612 Reading Road, Winnersh, Wokingham, Berkshire RG41 5HE, UK;
233;Football boots;Mizuno;Mizuno Morelia Neo;Men;Soft Ground (SG/SG-PRO);Professional;Leather;Shoelace;;;White;;Mizuno Co., Mizuno House, 612 Reading Road, Winnersh, Wokingham, Berkshire RG41 5HE, UK;
234;Football boots;Mizuno;Mizuno Morelia Neo;Men;Soft Ground (SG/SG-PRO);Professional;Leather;Shoelace;;;Blue;;Mizuno Co., Mizuno House, 612 Reading Road, Winnersh, Wokingham, Berkshire RG41 5HE, UK;
235;Football boots;Mizuno;Mizuno Morelia Neo;Men;Firm Ground (FG);Professional;Leather;Shoelace;No;;White;;Mizuno Co., Mizuno House, 612 Reading Road, Winnersh, Wokingham, Berkshire RG41 5HE, UK;
236;Football boots;adidas;adidas Predator;Men;Firm Ground (FG);Professional;Synthetic;Shoelace;No;adidas Advancement Pack;Blue;Jude Bellingham;adidas AG, Adi-Dassler-Strasse 1, 91074 Herzogenaurach, DE;
237;Football boots;adidas;adidas Predator;Men;Soft Ground (SG/SG-PRO);Professional;Synthetic;Shoelace;No;adidas Advancement Pack;Blue;Jude Bellingham;adidas AG, Adi-Dassler-Strasse 1, 91074 Herzogenaurach, DE;
238;Football boots;adidas;adidas Predator;Men;Artificial Grass (AG/TF);Professional;Synthetic;Lack;No;adidas Advancement Pack;Blue;Jude Bellingham;adidas AG, Adi-Dassler-Strasse 1, 91074 Herzogenaurach, DE;
239;Football boots;adidas;adidas Predator;Men;Soft Ground (SG/SG-PRO);Professional;Synthetic;Lack;No;adidas Advancement Pack;Blue;Jude Bellingham;adidas AG, Adi-Dassler-Strasse 1, 91074 Herzogenaurach, DE;
240;Football boots;adidas;adidas Predator;Men;Soft Ground (SG/SG-PRO);Professional;Synthetic;Shoelace;No;adidas Advancement Pack;Blue;Jude Bellingham;adidas AG, Adi-Dassler-Strasse 1, 91074 Herzogenaurach, DE;
241;Football boots;adidas;adidas Predator;Men;Artificial Grass (AG/TF);Professional;Synthetic;Shoelace;No;adidas Advancement Pack;Blue;Jude Bellingham;adidas AG, Adi-Dassler-Strasse 1, 91074 Herzogenaurach, DE;
242;Football boots;adidas;adidas Predator;Men;Firm Ground (FG);Professional;Synthetic;Lack;No;adidas Advancement Pack;Blue;Jude Bellingham;adidas AG, Adi-Dassler-Strasse 1, 91074 Herzogenaurach, DE;
243;Football boots;adidas;adidas Predator;Men;Firm Ground (FG);Professional;Synthetic;Shoelace;No;adidas Advancement Pack;Blue;Jude Bellingham;adidas AG, Adi-Dassler-Strasse 1, 91074 Herzogenaurach, DE;
244;Football boots;adidas;adidas Predator;Men;Artificial Grass (AG/TF);Professional;Synthetic;Shoelace;No;adidas Advancement Pack;Blue;Jude Bellingham;adidas AG, Adi-Dassler-Strasse 1, 91074 Herzogenaurach, DE;
